dbn,name,schoolyear,fl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Grads - % of cohort,Total Regents - % of cohort,Advanced Regents - % of cohort,Regents w/o Advanced - % of cohort,Local - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
23K522,MOTT HALL IV,20082009,63.5,174,1.7,12.6,1.1,86.2,10.3,1.7,46.0,54.0,,,,,,,
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SC,20082009,77.3,421,4.8,13.8,2.1,83.8,11.4,0.7,51.3,48.7,,,,,,,
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENC,20082009,77.3,235,1.7,20.4,0.4,87.7,10.6,0.4,54.5,45.5,,,,,,,
23K643,BROOKLYN DEMOCRACY ACADEMY,20082009,60.0,151,2.0,9.3,0.7,88.7,9.3,0.7,46.4,53.6,,,,,,,
23K644,EAGLE ACADEMY FOR YOUNG MEN II,20082009,60.0,79,3.8,27.8,0.0,79.7,16.5,3.8,100.0,0.0,,,,,,,
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY & LAW,20082009,54.0,312,6.4,15.1,1.0,55.1,41.7,0.3,45.5,54.5,51.9,22.6,1.9,20.8,29.2,25.5,19.8
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,20082009,60.0,150,4.0,13.3,0.0,82.0,16.7,0.7,42.0,58.0,,,,,,,
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,20082009,60.0,160,1.3,15.6,0.0,85.0,14.4,0.6,43.1,56.9,,,,,,,
23K697,TEACHERS PREPARATORY HIGH SCHOOL,20082009,73.5,607,1.2,11.7,0.2,87.5,10.9,0.8,35.7,64.3,80.9,55.3,12.8,42.6,25.5,12.8,4.3
24Q005,I.S. 5  THE WALTER CROWLEY INTERMEDIATE SCHOOL,20082009,73.7,1502,17.0,13.0,42.3,1.8,52.3,3.5,51.8,48.2,,,,,,,
24Q007,PS 007 LOUIS F. SIMEONE,20082009,75.3,1196,41.2,10.0,47.9,0.9,44.4,6.4,51.6,48.4,,,,,,,
24Q012,PS 012 JAMES B COLGATE,20082009,74.0,1180,28.1,7.8,47.5,0.5,43.3,7.9,54.2,45.8,,,,,,,
24Q013,PS 013 CLEMENT C MOORE,20082009,68.6,1253,27.7,6.9,35.0,10.5,47.6,5.6,50.1,49.9,,,,,,,
24Q014,PS 014 FAIRVIEW,20082009,75.7,1431,33.8,13.3,11.0,5.6,78.8,3.9,53.5,46.5,,,,,,,
24Q016,P.S.16Q,20082009,82.3,1405,41.9,11.2,13.1,0.7,84.0,2.1,48.9,51.1,,,,,,,
24Q019,PS 019 MARINO JEANTET,20082009,73.5,1957,61.2,11.2,8.1,0.3,90.3,0.9,50.7,49.3,,,,,,,
24Q028,P.S. 28  THE THOMAS EMANUEL EARLY CHILDHOOD CEN,20082009,84.3,499,31.9,15.4,6.6,0.6,90.4,1.6,48.5,51.5,,,,,,,
24Q049,PS 049 DOROTHY BONAWIT KOLE,20082009,29.4,521,3.1,11.9,14.4,1.3,28.8,53.2,54.9,45.1,,,,,,,
24Q058,PS 58  SCHOOL OF HEROES,20082009,46.8,974,9.3,14.2,32.2,1.6,34.0,31.6,51.6,48.4,,,,,,,
24Q061,IS 061 LEONARDO DA VINCI,20082009,82.2,2145,30.2,12.2,11.1,6.2,80.2,2.4,53.7,46.3,,,,,,,
26Q067,JHS 067 LOUIS PASTEUR,20082009,16.6,951,1.9,8.0,54.2,3.2,11.6,30.8,52.2,47.8,,,,,,,
24Q068,PS 068 CAMBRIDGE,20082009,72.3,828,17.6,14.6,4.8,3.9,77.9,12.8,53.0,47.0,,,,,,,
24Q071,PS 071 FOREST,20082009,56.4,945,15.8,15.8,4.9,2.0,49.3,43.8,52.7,47.3,,,,,,,
24Q073,I.S. 73  THE FRANK SANSIVIERI INTERMEDIATE SCHO,20082009,68.8,1694,12.0,12.8,27.4,1.1,59.7,11.5,48.9,51.1,,,,,,,
24Q077,IS 077,20082009,66.1,1151,13.5,16.2,8.7,3.6,73.2,14.4,53.7,46.3,,,,,,,
24Q081,PS 081 JEAN PAUL RICHTER,20082009,77.3,1164,15.0,15.4,8.5,1.5,83.1,6.6,51.5,48.5,,,,,,,
24Q087,PS 087 MIDDLE VILLAGE,20082009,61.8,584,7.0,24.1,4.3,2.4,40.1,52.2,51.7,48.3,,,,,,,
24Q088,PS 088 SENECA,20082009,57.0,1031,17.7,19.7,6.6,2.0,53.1,37.3,51.0,49.0,,,,,,,
24Q089,PS 089 ELMHURST,20082009,84.5,1627,47.7,11.7,19.0,0.4,75.5,4.7,49.8,50.2,,,,,,,
24Q091,PS 091 RICHARD ARKWRIGHT,20082009,52.0,870,10.2,21.7,6.3,2.3,42.6,47.7,50.0,50.0,,,,,,,
24Q093,IS 093 RIDGEWOOD,20082009,71.9,1304,11.1,12.9,9.6,2.7,66.0,21.5,52.2,47.8,,,,,,,
24Q102,PS 102 BAYVIEW,20082009,67.5,848,17.1,10.7,56.8,0.9,35.3,6.8,50.9,49.1,,,,,,,
24Q113,PS 113 ISAAC CHAUNCEY,20082009,67.1,549,0.7,11.7,6.2,1.8,26.0,63.9,54.6,45.4,,,,,,,
24Q119,IS 119 THE GLENDALE,20082009,44.3,1150,3.5,11.8,9.3,2.3,37.3,50.9,50.9,49.1,,,,,,,
24Q125,IS 125 THOM J MCCANN WOODSIDE,20082009,73.7,1626,16.1,9.1,35.9,2.1,55.9,6.0,51.1,48.9,,,,,,,
24Q128,PS 128 JUNIPER VALLEY,20082009,17.7,438,3.2,16.9,5.3,1.1,16.7,74.0,49.5,50.5,,,,,,,
24Q143,PS 143 LOUIS ARMSTRONG,20082009,90.2,1284,36.4,10.3,6.4,1.6,87.2,1.9,52.9,47.1,,,,,,,
24Q153,PS 153 MASPETH ELEM,20082009,51.5,1405,11.0,11.4,6.5,1.4,46.8,44.3,50.3,49.7,,,,,,,
24Q199,PS 199 MAURICE A FITZGERALD,20082009,71.2,998,39.4,8.0,27.9,0.8,58.5,11.8,50.6,49.4,,,,,,,
24Q229,PS 229 EMMANUEL KAPLAN,20082009,50.3,1327,11.5,16.7,32.5,2.2,38.2,26.6,51.1,48.9,,,,,,,
24Q239,P.S. 239,20082009,79.9,797,26.9,14.9,7.9,2.5,81.3,8.0,49.7,50.3,,,,,,,
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,20082009,56.1,386,7.5,9.3,16.3,12.4,55.7,15.5,44.3,55.7,,,,,,,
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,20082009,62.2,368,7.9,14.4,12.0,11.7,55.4,19.8,41.6,58.4,,,,,,,
24Q293,CIVIC LEADERSHIP ACADEMY,20082009,55.72,121,13.2,12.4,7.4,10.7,75.2,6.6,52.9,47.1,,,,,,,
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,20082009,7.7,172,93.6,0.0,0.6,0.0,99.4,0.0,50.6,49.4,,,,,,,
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,20082009,55.72,257,0.0,0.0,24.1,19.5,22.6,21.0,35.8,64.2,,,,,,,
24Q305,LEARNERS AND LEADERS,20082009,55.72,144,23.6,9.7,11.1,4.2,72.9,9.0,49.3,50.7,,,,,,,
24Q307,PIONEER ACADEMY,20082009,55.72,209,34.9,8.1,3.3,3.8,85.2,1.0,56.5,43.5,,,,,,,
24Q455,NEWTOWN HIGH SCHOOL,20082009,46.4,3196,29.8,8.2,22.0,8.0,64.9,5.0,58.0,42.0,46.0,28.7,15.4,13.3,17.3,31.5,20.6
24Q485,GROVER CLEVELAND HIGH SCHOOL,20082009,41.4,2771,21.8,10.6,6.8,4.2,64.9,23.1,53.7,46.3,54.7,30.6,11.9,18.7,24.1,23.8,19.4
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNIT,20082009,58.9,449,1.1,10.5,10.2,11.1,63.9,14.3,48.6,51.4,51.5,48.5,0.0,48.5,2.9,45.6,2.9
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY,20082009,76.3,488,71.1,0.0,38.9,2.0,46.3,12.7,48.0,52.0,52.6,49.1,0.0,49.1,3.4,39.7,7.8
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,20082009,67.1,769,13.8,11.1,6.9,6.4,84.7,1.8,44.0,56.0,56.4,52.3,2.9,49.4,4.1,27.9,15.1
24Q560,ROBERT F. WAGNER JR.,20082009,59.0,553,2.4,11.2,17.2,9.4,59.9,12.8,43.8,56.2,57.1,31.9,1.1,30.8,25.3,35.2,7.7
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,20082009,59.3,1218,3.9,15.3,9.1,10.2,69.6,10.7,61.2,38.8,42.6,33.0,14.3,18.7,9.6,39.1,17.0
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOO,20082009,57.8,1975,2.1,4.4,23.4,7.9,57.9,10.0,86.2,13.8,76.2,62.9,44.6,18.3,13.3,20.8,2.5
24Q744,VOYAGES PREPARATORY,20082009,55.72,151,8.6,2.0,7.9,28.5,55.0,7.3,56.3,43.7,,,,,,,
24Q877,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLEN,20082009,78.2,454,24.0,12.6,49.1,2.0,46.0,2.6,51.8,48.2,,,,,,,
25Q020,PS 020 JOHN BOWNE,20082009,75.2,1302,27.8,6.5,64.4,4.0,26.2,3.9,49.9,50.1,,,,,,,
25Q021,PS 021 EDWARD HART,20082009,68.3,928,11.5,12.8,55.5,3.3,27.4,13.3,51.4,48.6,,,,,,,
25Q022,PS 022 THOMAS JEFFERSON,20082009,73.9,742,28.7,7.8,63.2,2.6,28.7,5.3,52.4,47.6,,,,,,,
25Q024,PS 024 ANDREW JACKSON,20082009,64.5,745,31.4,14.0,76.8,4.0,16.4,2.7,54.5,45.5,,,,,,,
25Q025,I S 025 ADRIEN BLOCK,20082009,36.9,889,8.1,14.8,46.9,1.6,21.3,29.8,51.7,48.3,,,,,,,
25Q029,PS 029 QUEENS,20082009,62.6,648,23.5,11.9,33.6,2.5,45.5,18.1,49.7,50.3,,,,,,,
25Q032,PS 032 STATE STREET,20082009,44.5,630,11.0,11.9,61.4,1.6,19.8,16.2,54.8,45.2,,,,,,,
25Q079,PS 079 FRANCIS LEWIS,20082009,27.3,830,8.1,16.1,29.3,0.1,15.3,54.7,51.7,48.3,,,,,,,
25Q107,PS 107 THOMAS A DOOLEY,20082009,45.5,887,7.0,16.7,47.2,1.7,27.1,23.7,53.8,46.2,,,,,,,
25Q120,PS 120 QUEENS,20082009,66.9,794,26.8,9.3,76.6,1.6,17.9,3.8,51.6,48.4,,,,,,,
25Q129,PS 129 PATRICIA LARKIN,20082009,57.4,915,15.4,11.9,29.2,2.0,45.9,22.6,46.4,53.6,,,,,,,
25Q130,PS 130,20082009,24.2,308,11.0,11.7,68.2,0.6,10.7,18.5,49.4,50.6,,,,,,,
25Q154,PS 154 QUEENS,20082009,59.9,608,19.4,11.2,53.1,12.8,20.6,12.8,51.2,48.8,,,,,,,
25Q163,PS 163 FLUSHING HEIGHTS,20082009,59.0,521,19.6,12.1,75.4,1.9,15.7,5.8,48.9,51.1,,,,,,,
25Q164,PS 164 QUEENS VALLEY,20082009,63.3,622,10.8,18.0,23.8,10.0,32.5,33.6,49.4,50.6,,,,,,,
25Q165,PS 165 EDITH K. BERGTRAUM,20082009,60.4,586,14.5,20.8,37.7,17.4,22.7,22.2,54.8,45.2,,,,,,,
25Q169,PS 169 BAY TERRACE,20082009,19.1,379,6.6,15.3,35.1,2.9,12.4,48.0,48.3,51.7,,,,,,,
25Q184,PS 184 FLUSHING MANOR,20082009,27.6,453,4.4,14.6,29.1,1.3,15.0,54.5,46.6,53.4,,,,,,,
25Q185,JHS 185 EDWARD BLEEKER,20082009,59.7,1036,11.9,10.9,47.2,4.7,31.7,16.4,52.7,47.3,,,,,,,
25Q189,JHS 189 DANIEL CARTER BEARD,20082009,75.4,718,24.5,11.6,63.1,3.1,28.8,5.0,52.9,47.1,,,,,,,
25Q193,PS 193 ALFRED J KENNEDY,20082009,21.0,515,8.7,16.9,17.9,0.8,13.4,67.6,52.8,47.2,,,,,,,
25Q194,JHS 194 WILLIAM CARR,20082009,26.6,1084,4.3,11.2,32.1,1.0,22.4,44.1,53.0,47.0,,,,,,,
25Q200,PS 200 POMONOK,20082009,57.3,486,6.8,27.4,15.6,19.8,32.5,30.9,51.6,48.4,,,,,,,
25Q201,PS 201 KISSENA,20082009,78.5,390,12.6,27.7,18.2,44.4,28.7,8.2,53.6,46.4,,,,,,,
25Q209,PS 209 CLEARVIEW GARDENS,20082009,22.0,536,5.2,13.4,38.8,2.4,11.4,45.0,52.6,47.4,,,,,,,
25Q214,PS 214 CADWALLADER COLDEN,20082009,67.7,421,9.7,14.3,51.5,9.5,28.3,10.2,50.1,49.9,,,,,,,
25Q219,PS 219 PAUL KLAPPER,20082009,65.8,630,11.9,34.0,31.7,17.8,33.8,15.9,49.7,50.3,,,,,,,
25Q237,IS 237,20082009,70.3,1064,15.3,16.3,65.4,7.8,22.4,4.2,52.3,47.7,,,,,,,
25Q242,PS 242,20082009,41.6,381,12.6,14.2,67.5,4.5,17.3,9.4,49.9,50.1,,,,,,,
25Q244,ACTIVE LEARNING ELEMENTARY SCHOOL,20082009,55.72,135,31.1,5.2,85.9,1.5,9.6,1.5,55.6,44.4,,,,,,,
25Q250,I S 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE S,20082009,58.6,429,9.8,14.0,36.4,23.3,24.7,14.9,56.6,43.4,,,,,,,
25Q252,THE QUEENS SCHOOL OF INQUIRY,20082009,41.3,329,5.5,12.2,39.5,15.8,24.9,18.5,48.3,51.7,,,,,,,
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,20082009,84.1,393,85.2,1.0,39.7,1.8,57.5,1.0,51.4,48.6,64.8,34.1,0.0,34.1,30.7,28.4,6.8
25Q281,EASTWEST SCHOOL OF INTERNATIONAL STUDIES,20082009,56.7,426,14.6,9.2,53.3,20.2,21.4,4.7,54.9,45.1,,,,,,,
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SC,20082009,23.4,445,0.7,18.7,18.4,9.0,29.0,43.6,41.1,58.9,,,,,,,
25Q294,BELL ACADEMY,20082009,36.4,297,9.4,13.1,37.0,4.7,21.5,36.0,52.9,47.1,,,,,,,
25Q425,JOHN BOWNE HIGH SCHOOL,20082009,65.4,3127,23.6,10.7,24.1,24.0,46.4,4.6,50.5,49.5,60.1,40.2,12.0,28.3,19.9,24.2,13.3
25Q460,FLUSHING HIGH SCHOOL,20082009,59.5,2616,24.0,10.7,18.7,20.3,57.1,3.7,54.9,45.1,49.3,39.7,10.2,29.5,9.6,28.3,21.4
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE, AND T",20082009,30.1,495,1.6,7.5,33.7,40.8,18.0,6.5,49.3,50.7,,,,,,,
25Q525,TOWNSEND HARRIS HIGH SCHOOL,20082009,23.1,1085,,0.5,51.0,6.3,11.9,28.5,29.9,70.1,99.3,99.3,98.2,1.1,0.0,0.7,0.0
25Q540,QUEENS ACADEMY HIGH SCHOOL,20082009,53.7,432,6.9,3.5,12.0,42.8,38.2,5.8,48.6,51.4,20.7,8.3,0.0,8.3,12.4,70.2,8.3
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,20082009,28.1,665,4.5,16.4,26.5,14.3,32.2,26.8,50.4,49.6,69.0,62.7,4.8,57.9,6.3,24.6,4.8
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,20082009,41.7,199,0.5,8.5,11.1,34.7,40.7,11.6,53.3,46.7,9.1,4.5,0.0,4.5,4.5,83.3,7.6
26Q018,PS 018 WINCHESTER,20082009,26.9,524,4.8,8.4,67.6,8.2,13.2,10.1,53.8,46.2,,,,,,,
26Q026,PS 026 RUFUS KING,20082009,26.6,638,6.9,17.4,65.2,9.6,12.1,12.7,49.4,50.6,,,,,,,
26Q031,PS 031 BAYSIDE,20082009,32.9,556,13.7,9.7,52.5,8.3,18.7,19.6,53.4,46.6,,,,,,,
26Q041,PS 041 CROCHERON,20082009,18.0,468,4.7,11.1,43.2,1.7,13.0,41.0,54.9,45.1,,,,,,,
26Q046,PS 046 ALLEY POND,20082009,25.6,451,10.2,34.1,62.3,6.0,12.6,19.1,57.0,43.0,,,,,,,
26Q074,JHS 074 NATHANIEL HAWTHORNE,20082009,27.8,1017,4.4,11.9,64.1,6.2,9.8,19.8,49.5,50.5,,,,,,,
26Q094,PS 094 DAVID D PORTER,20082009,18.1,457,7.0,10.5,49.7,3.3,13.6,33.0,54.9,45.1,,,,,,,
26Q098,PS 098 THE DOUGLASTON SCHOOL,20082009,11.9,272,0.4,13.6,26.1,2.6,8.1,60.7,51.1,48.9,,,,,,,
26Q115,PS 115 GLEN OAKS,20082009,35.5,451,9.1,17.5,58.3,10.2,14.9,15.7,51.2,48.8,,,,,,,
26Q133,PS 133 QUEENS,20082009,32.2,491,6.3,21.0,53.0,7.7,18.9,19.1,56.4,43.6,,,,,,,
26Q158,JHS 158 MARIE CURIE,20082009,34.6,1112,4.7,13.5,58.8,6.8,12.3,22.0,51.0,49.0,,,,,,,
26Q159,PS 159,20082009,29.1,538,5.9,17.8,44.4,2.0,12.5,38.7,50.7,49.3,,,,,,,
26Q162,PS 162 JOHN GOLDEN,20082009,30.6,708,8.1,7.1,65.4,1.8,9.3,23.0,51.3,48.7,,,,,,,
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,20082009,32.1,1082,2.2,13.0,52.6,12.8,15.2,19.2,51.6,48.4,,,,,,,
26Q173,PS 173 FRESH MEADOWS,20082009,38.2,791,7.5,10.1,63.7,2.0,8.2,25.4,53.5,46.5,,,,,,,
26Q178,PS 178 HOLLISWOOD,20082009,23.5,505,2.6,12.7,26.9,10.3,13.5,48.5,55.0,45.0,,,,,,,
26Q186,PS 186 CASTLEWOOD,20082009,19.8,306,1.3,23.2,36.9,9.8,20.9,30.4,51.6,48.4,,,,,,,
26Q188,PS 188 KINGSBURY,20082009,9.6,441,2.5,9.1,53.5,3.6,9.5,32.7,55.1,44.9,,,,,,,
26Q191,PS 191 MAYFLOWER,20082009,38.2,356,10.7,8.4,69.9,4.2,5.3,19.7,53.7,46.3,,,,,,,
26Q203,PS 203 OAKLAND GARDENS,20082009,23.6,739,4.7,12.9,71.7,1.9,5.7,19.9,47.6,52.4,,,,,,,
26Q205,PS 205 ALEXANDER GRAHAM BELL,20082009,17.8,282,2.1,11.0,49.3,3.9,8.9,36.9,52.5,47.5,,,,,,,
26Q213,PS 213 CARL ULMAN,20082009,26.6,437,8.2,14.6,62.2,4.8,11.9,20.6,56.5,43.5,,,,,,,
26Q216,JHS 216 GEORGE J RYAN,20082009,41.3,1210,7.4,9.7,62.5,10.6,13.0,13.9,52.0,48.0,,,,,,,
26Q221,PS 221 NORTH HILLS,20082009,17.3,655,8.7,9.9,67.8,1.8,8.5,21.1,47.3,52.7,,,,,,,
26Q266,P.S./I.S. 266,20082009,17.8,681,1.3,15.6,41.7,11.6,15.3,30.5,53.3,46.7,,,,,,,
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,20082009,16.8,3970,5.4,7.5,45.4,18.7,16.2,18.5,46.8,53.2,80.9,71.7,36.1,35.6,9.2,13.2,5.1
26Q430,FRANCIS LEWIS HIGH SCHOOL,20082009,30.0,4443,11.3,9.7,48.3,10.7,24.2,16.6,48.9,51.1,78.4,65.2,43.3,22.0,13.2,14.5,5.4
26Q435,MARTIN VAN BUREN HIGH SCHOOL,20082009,20.3,2950,7.1,10.1,21.8,58.3,14.9,2.6,53.6,46.4,71.3,58.6,10.1,48.5,12.6,18.2,9.2
26Q495,BAYSIDE HIGH SCHOOL,20082009,32.7,3723,6.4,7.1,47.4,14.5,18.1,19.3,46.4,53.6,70.3,67.6,47.7,19.9,2.6,23.4,5.5
26Q566,QUEENS HIGH SCHOOL OF TEACHING,20082009,29.9,1137,2.8,14.1,26.1,42.5,15.0,15.9,46.1,53.9,82.9,59.8,0.0,59.8,23.1,13.5,3.6
27Q042,PS 042 R VERNAM,20082009,66.0,749,4.5,19.8,2.7,76.1,17.2,2.3,53.3,46.7,,,,,,,
27Q043,PS 043,20082009,74.9,1347,7.9,13.6,2.8,66.7,27.5,1.9,49.3,50.7,,,,,,,
27Q045,PS 045 CLARENCE WITHERSPOON,20082009,72.2,411,3.4,10.2,3.9,80.3,11.7,0.7,53.3,46.7,,,,,,,
27Q047,PS 047 CHRIS GALAS,20082009,37.8,255,0.8,20.0,2.4,6.3,8.6,82.0,48.2,51.8,,,,,,,
27Q051,PS 051,20082009,59.9,228,18.0,11.8,50.9,6.1,27.2,15.4,55.7,44.3,,,,,,,
27Q053,I S 053 BRIAN PICCOLO,20082009,84.4,619,10.7,24.7,2.1,63.0,33.0,0.8,52.7,47.3,,,,,,,
27Q056,PS 056 HARRY EICHLER,20082009,63.3,452,12.8,11.9,47.8,9.7,30.8,10.4,50.0,50.0,,,,,,,
27Q060,PS 060 WOODHAVEN,20082009,64.0,1149,14.7,11.6,16.9,6.8,69.2,5.7,51.1,48.9,,,,,,,
27Q062,PS 062 CHESTER PARK,20082009,67.6,1008,7.9,6.5,62.2,6.6,27.8,2.4,50.2,49.8,,,,,,,
27Q063,PS 063 OLD SOUTH,20082009,64.1,1278,11.2,11.9,32.6,7.4,49.3,9.9,49.9,50.1,,,,,,,
27Q064,PS 064 JOSEPH P. ADDABBO,20082009,69.6,696,18.1,6.0,42.7,8.0,45.7,2.3,52.0,48.0,,,,,,,
27Q065,PS 65,20082009,67.4,554,9.2,13.4,42.6,8.5,43.9,5.1,55.4,44.6,,,,,,,
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,20082009,75.6,429,23.8,15.9,14.5,9.8,65.0,9.3,51.3,48.7,,,,,,,
27Q090,PS 090 HORACE MANN,20082009,66.6,828,18.2,13.0,29.3,8.6,57.1,3.4,52.3,47.7,,,,,,,
27Q096,PS 096,20082009,73.9,310,9.0,11.9,31.0,41.0,21.0,2.3,51.0,49.0,,,,,,,
27Q097,PS 097 FOREST PARK,20082009,70.6,742,21.4,14.6,21.7,4.6,68.5,4.0,53.9,46.1,,,,,,,
27Q100,PS 100 GLEN MORRIS,20082009,85.6,1044,6.5,11.9,58.6,8.8,28.7,3.2,52.9,47.1,,,,,,,
27Q104,PS 104 THE BAYS WATER,20082009,77.4,627,3.8,15.8,3.7,69.4,24.4,1.8,53.9,46.1,,,,,,,
27Q105,PS 105 THE BAY SCHOOL,20082009,79.5,888,5.1,14.8,1.9,65.7,29.6,1.8,50.6,49.4,,,,,,,
27Q106,PS 106,20082009,79.3,387,2.6,14.7,4.4,75.7,14.7,3.4,49.1,50.9,,,,,,,
27Q108,PS 108 CAPT. VINCENT G. FOWLER,20082009,59.9,1325,3.8,7.6,64.2,3.9,29.4,2.5,52.1,47.9,,,,,,,
27Q114,PS 114 BELLE HARBOR,20082009,14.2,840,1.9,16.1,1.8,2.6,5.6,89.8,52.4,47.6,,,,,,,
27Q123,PS 123,20082009,97.3,633,4.1,17.4,11.1,69.7,14.5,2.8,50.4,49.6,,,,,,,
27Q124,PS 124 OSMOND A CHURCH,20082009,70.9,1178,1.4,6.5,40.6,32.3,20.9,2.3,47.5,52.5,,,,,,,
27Q137,MS 137 AMERICA'S SCHL OF HEROES,20082009,71.6,1856,7.1,10.7,53.7,8.5,34.4,3.0,51.3,48.7,,,,,,,
27Q146,PS 146 HOWARD BEACH,20082009,33.4,673,3.6,23.3,3.4,3.0,26.0,67.2,54.8,45.2,,,,,,,
27Q155,PS 155,20082009,81.6,619,7.6,8.6,32.3,40.1,24.4,1.6,50.7,49.3,,,,,,,
27Q183,PS 183 DR. RICHARD R. GREEN,20082009,81.0,673,4.8,16.0,4.3,66.6,23.6,3.6,47.5,52.5,,,,,,,
27Q197,PS 197 THE OCEAN SCHOOL,20082009,88.1,474,11.4,20.7,1.1,56.1,39.2,1.7,53.0,47.0,,,,,,,
27Q202,JHS 202 ROBERT H GODDARD,20082009,47.5,1070,4.6,12.9,31.6,10.7,43.6,12.9,51.2,48.8,,,,,,,
27Q207,PS 207 ROCKWOOD PARK,20082009,29.0,760,1.1,18.7,2.9,3.3,13.0,80.3,49.7,50.3,,,,,,,
27Q210,JHS 210 ELIZABETH BLACKWELL,20082009,62.3,2004,10.1,13.3,26.4,7.2,61.4,4.9,50.7,49.3,,,,,,,
27Q215,PS 215 LUCRETIA MOTT,20082009,87.5,611,13.7,15.7,1.8,49.8,45.3,1.6,51.6,48.4,,,,,,,
27Q223,PS 223 LYNDON B JOHNSON,20082009,73.2,699,3.1,16.3,9.9,73.0,11.2,1.3,50.4,49.6,,,,,,,
27Q225,PS 225 SEASIDE,20082009,63.3,580,9.8,15.7,1.9,42.8,38.6,15.3,52.9,47.1,,,,,,,
27Q226,JHS 226 VIRGIL I GRISSOM,20082009,58.3,1609,2.4,18.0,31.1,48.0,19.1,1.1,51.4,48.6,,,,,,,
27Q232,PS 232 LINDENWOOD,20082009,41.4,894,2.7,15.5,13.8,7.9,38.5,39.3,52.5,47.5,,,,,,,
27Q253,PS 253,20082009,80.3,525,20.0,14.7,1.5,56.0,37.3,3.0,53.1,46.9,,,,,,,
27Q254,PS 254,20082009,75.4,631,10.1,14.4,20.0,6.7,63.7,8.6,54.5,45.5,,,,,,,
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,20082009,65.6,409,2.4,8.3,5.9,66.0,18.1,1.7,47.4,52.6,63.5,44.6,0.0,44.6,18.9,33.8,1.4
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,20082009,58.0,568,0.5,9.2,5.6,58.6,26.4,8.3,45.2,54.8,85.5,72.4,15.8,56.6,13.2,9.2,3.9
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,20082009,57.0,234,0.4,3.4,2.1,74.8,18.8,3.8,44.4,55.6,,,,,,,
27Q302,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH,20082009,55.72,55,10.9,12.7,1.8,61.8,20.0,5.5,56.4,43.6,,,,,,,
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,20082009,55.72,140,16.4,7.1,10.0,7.9,54.3,4.3,47.9,52.1,,,,,,,
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION A,20082009,55.72,135,8.1,16.3,17.0,5.9,43.7,33.3,43.0,57.0,,,,,,,
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD S,20082009,55.72,115,8.7,9.6,13.9,53.0,27.8,2.6,40.9,59.1,,,,,,,
27Q323,THE SCHOLARS ACADEMY,20082009,26.6,739,0.0,0.7,19.9,16.9,12.9,48.0,46.1,53.9,,,,,,,
27Q333,GOLDIE MAPLE ACADEMY,20082009,76.0,429,0.5,7.9,2.8,79.5,15.4,1.4,45.7,54.3,,,,,,,
27Q400,AUGUST MARTIN HIGH SCHOOL,20082009,63.5,1224,3.5,15.7,5.3,80.6,11.4,1.4,58.3,41.7,51.9,21.0,2.0,19.0,30.9,25.9,19.3
27Q410,BEACH CHANNEL HIGH SCHOOL,20082009,65.5,1547,6.5,15.8,3.4,52.2,34.0,9.0,58.8,41.2,48.1,37.7,4.7,33.0,10.4,26.4,21.9
27Q465,FAR ROCKAWAY HIGH SCHOOL,20082009,88.9,519,16.2,15.2,4.4,54.9,39.1,1.3,47.4,52.6,38.3,13.9,1.4,12.4,24.4,33.0,26.8
