dbn,name,schoolyear,fl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Grads - % of cohort,Total Regents - % of cohort,Advanced Regents - % of cohort,Regents w/o Advanced - % of cohort,Local - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
08X093,PS 093 ALBERT G. OLIVER,20082009,75.5,384,13.5,24.5,0.3,51.0,46.6,1.3,50.5,49.5,,,,,,,
08X100,PS 100 ISSAC CLASSON,20082009,75.1,722,8.0,20.6,0.7,42.2,56.0,0.6,51.8,48.2,,,,,,,
08X101,MS 101X P.O. EDWARD R. BYRNE,20082009,61.8,485,0.2,3.7,9.3,19.2,56.7,13.8,49.9,50.1,,,,,,,
08X107,PS 107,20082009,86.7,546,6.2,19.2,0.9,44.7,52.9,0.5,48.2,51.8,,,,,,,
08X119,PS 119,20082009,75.4,884,17.1,10.3,30.8,11.3,55.3,2.5,50.5,49.5,,,,,,,
08X123,JHS 123 JAMES M. KIERNAN,20082009,87.4,540,15.6,23.1,0.2,36.1,62.4,0.6,52.6,47.4,,,,,,,
08X125,JHS 125 HENRY HUDSON,20082009,89.2,723,14.5,19.9,21.9,15.4,61.1,1.5,51.2,48.8,,,,,,,
08X130,PS 130 ABRAM STEVENS HEWITT,20082009,88.4,569,29.3,17.6,0.5,26.4,72.4,0.5,48.5,51.5,,,,,,,
08X131,JHS 131 ALBERT EINSTEIN,20082009,73.7,907,4.4,20.1,2.9,37.0,59.0,0.6,52.1,47.9,,,,,,,
08X138,PS 138 SAMUEL RANDALL,20082009,80.0,941,5.3,17.6,2.6,31.2,64.0,0.6,50.7,49.3,,,,,,,
08X140,PS 140 EAGLE,20082009,89.8,581,6.0,16.0,0.5,42.0,55.6,0.5,54.0,46.0,,,,,,,
08X146,PS 146 EDWARD COLLINS,20082009,91.5,462,13.0,13.2,0.0,44.6,53.7,0.9,49.6,50.4,,,,,,,
08X152,PS 152 EVERGREEN,20082009,88.9,939,23.3,14.9,1.3,25.1,72.3,0.6,49.5,50.5,,,,,,,
08X174,I S 174 EUGENE T MALESKA,20082009,64.0,315,9.5,26.0,1.6,33.0,63.8,0.3,51.7,48.3,,,,,,,
08X182,PS 182,20082009,69.7,963,2.9,13.6,3.2,29.0,66.7,0.7,51.9,48.1,,,,,,,
08X192,I S 192 PIAGENTINIJONES,20082009,65.6,339,4.7,24.5,5.0,17.1,60.8,16.2,49.0,51.0,,,,,,,
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,20082009,85.6,211,11.4,19.0,1.9,27.5,68.2,1.4,49.3,50.7,,,,,,,
08X282,YOUNG WOMEN'S LEADERSHIP SCHOOL BRONX,20082009,52.2,282,2.8,7.1,1.8,53.5,41.1,1.4,0.0,100.0,,,,,,,
08X293,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TEC,20082009,63.4,442,2.5,16.1,2.3,33.0,61.1,2.3,35.7,64.3,70.5,60.0,4.2,55.8,10.5,18.9,10.5
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TE,20082009,64.8,474,12.0,16.0,4.9,36.7,57.6,0.8,63.3,36.7,67.8,35.6,2.3,33.3,32.2,19.5,12.6
08X301,MS 301 PAUL L. DUNBAR MS,20082009,89.6,373,15.5,28.4,0.0,34.3,64.9,0.5,53.6,46.4,,,,,,,
08X302,MS 302 LUISA DESSUS CRUZ MS,20082009,92.1,795,20.6,25.5,0.5,22.5,76.5,0.4,48.2,51.8,,,,,,,
08X304,PS 304 EARLY CHILDHOOD SCHOOL,20082009,60.6,551,1.1,17.1,3.1,10.7,40.1,42.8,50.8,49.2,,,,,,,
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD,20082009,73.5,380,18.9,22.1,1.3,26.1,71.8,0.5,63.4,36.6,57.9,18.4,0.0,18.4,39.5,26.3,15.8
08X312,MILLENNIUM ART ACADEMY,20082009,68.8,487,6.4,16.6,1.0,36.8,60.4,1.8,55.4,44.6,62.8,33.0,0.0,33.0,29.8,30.9,6.4
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,20082009,88.0,292,10.3,12.0,1.4,42.1,55.1,0.7,49.0,51.0,,,,,,,
08X333,NEW SCHOOL #1 @ PS 60,20082009,96.0,440,30.0,16.8,0.7,21.6,75.7,0.5,52.0,48.0,,,,,,,
08X335,NEW SCHOOL #2 @ PS 60,20082009,90.9,191,20.4,20.9,0.5,19.4,79.1,0.5,52.4,47.6,,,,,,,
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,20082009,79.2,286,7.7,25.9,2.4,35.7,61.2,0.3,51.7,48.3,,,,,,,
08X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT,20082009,70.6,248,6.5,29.8,3.2,22.6,63.3,10.5,46.8,53.2,,,,,,,
08X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECH,20082009,84.1,215,7.4,23.3,1.9,36.3,60.9,0.5,54.4,45.6,,,,,,,
08X371,URBAN INSTITUTE OF MATHEMATICS,20082009,57.7,294,3.7,25.2,5.1,18.7,55.4,20.7,54.4,45.6,,,,,,,
08X375,BRONX MATHEMATICS PREPARATORY SCHOOL,20082009,76.8,328,4.0,18.6,1.8,38.4,58.5,0.6,49.4,50.6,,,,,,,
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY,20082009,89.0,170,7.6,24.1,1.2,30.0,67.6,0.6,51.2,48.8,,,,,,,
08X377,BRONX COMMUNITY HIGH SCHOOL,20082009,82.7,203,3.0,11.3,0.0,35.5,63.5,1.0,38.9,61.1,6.9,0.0,0.0,0.0,6.9,89.7,3.4
08X405,HERBERT LEHMAN HIGH SCHOOL,20082009,66.8,4089,7.6,15.7,5.9,22.7,60.7,9.7,59.8,40.2,42.8,28.2,12.5,15.8,14.5,36.0,19.4
08X424,THE HUNTS POINT SCHOOL,20082009,85.9,390,19.0,27.7,0.0,26.4,71.0,1.3,56.7,43.3,,,,,,,
08X450,ADLAI E. STEVENSON HIGH SCHOOL,20082009,61.6,292,21.9,20.9,2.7,32.9,62.0,2.1,49.7,50.3,21.6,8.1,0.0,8.1,13.4,39.5,34.2
08X452,BRONX GUILD: A NEW YORK CITY OUTWARD BOUND SCHOO,20082009,69.2,305,8.2,20.7,3.6,35.7,59.7,0.7,43.9,56.1,58.0,11.1,0.0,11.1,46.9,30.9,8.6
08X519,THE FELISA RINCON DE GAUTIER INSTITUTE FOR LAW A,20082009,73.2,410,11.7,15.6,1.7,24.1,72.0,1.2,39.3,60.7,45.1,21.6,0.0,21.6,23.5,34.3,19.6
08X530,BANANA KELLY HIGH SCHOOL,20082009,81.9,465,13.3,16.6,1.9,31.0,65.6,0.6,43.0,57.0,36.6,14.6,0.0,14.6,22.0,41.5,22.0
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,20082009,81.8,375,13.6,22.1,2.4,33.1,63.5,0.8,48.8,51.2,40.4,14.6,1.1,13.5,25.8,36.0,14.6
08X560,BRONX ACADEMY HIGH SCHOOL,20082009,82.0,400,6.0,8.0,0.5,43.3,55.0,0.3,45.5,54.5,16.3,3.3,0.0,3.3,13.1,76.5,6.5
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,20082009,55.5,1487,10.0,17.2,1.5,33.8,63.1,0.6,30.2,69.8,44.4,20.9,9.2,11.7,23.5,23.2,29.3
08X686,NEW SCHOOL FOR ARTS AND SCIENCE,20082009,84.1,80,8.8,18.8,2.5,42.5,55.0,0.0,57.5,42.5,56.1,37.8,0.0,37.8,18.3,8.5,24.4
09X002,PS 002 MORRISANIA,20082009,82.9,300,18.0,37.3,0.0,50.3,48.0,1.0,60.7,39.3,,,,,,,
09X004,PSMS 004 CROTONA PARK WEST,20082009,90.0,486,14.6,26.7,1.0,44.7,53.3,0.2,49.2,50.8,,,,,,,
09X011,PS 011 HIGHBRIDGE,20082009,89.1,691,28.1,14.6,0.3,38.4,59.0,1.3,51.1,48.9,,,,,,,
09X022,JHS 022 JORDAN L MOTT,20082009,95.4,638,32.9,14.3,1.9,20.5,77.0,0.3,52.4,47.6,,,,,,,
09X028,PS 028 MOUNT HOPE,20082009,96.7,756,28.6,16.7,0.1,21.6,77.4,0.3,53.0,47.0,,,,,,,
09X035,PS 035 FRANZ SIEGEL,20082009,93.4,695,14.4,11.4,1.3,34.5,62.7,0.9,49.6,50.4,,,,,,,
09X042,PS 042 CLAREMONT,20082009,88.7,525,15.0,24.4,1.1,45.3,52.8,0.4,53.5,46.5,,,,,,,
09X053,PS 053 BASHEER QUISIM,20082009,80.6,1342,23.4,11.3,0.4,35.0,62.8,0.6,50.6,49.4,,,,,,,
09X055,PS 055 BENJAMIN FRANKLIN,20082009,94.6,664,24.8,19.7,0.3,44.9,54.5,0.3,55.1,44.9,,,,,,,
09X058,PS 058,20082009,95.2,495,27.9,23.8,1.2,32.3,64.0,1.6,52.1,47.9,,,,,,,
09X063,PS 063 AUTHOR'S ACADEMY,20082009,90.4,512,23.6,22.3,0.6,40.2,58.2,0.4,48.2,51.8,,,,,,,
09X064,PS 064 PURA BELPRE,20082009,94.9,866,44.0,19.3,0.6,14.8,84.1,0.3,51.4,48.6,,,,,,,
09X070,PS 070 MAX SCHOENFELD,20082009,89.1,1401,27.1,11.8,3.0,25.6,70.3,0.4,51.9,48.1,,,,,,,
09X073,PS 073 BRONX,20082009,89.3,903,19.6,12.3,0.6,29.0,69.3,0.8,51.3,48.7,,,,,,,
09X088,PS 088 S. SILVERSTEIN LITTLE S,20082009,92.1,283,33.9,13.1,0.7,40.6,58.7,0.0,47.3,52.7,,,,,,,
09X090,PS 090 GEORGE MEANY,20082009,49.8,1159,39.3,11.6,6.0,38.6,54.3,0.3,48.2,51.8,,,,,,,
09X109,PS 109 SEDGWICK,20082009,90.8,732,29.9,13.8,0.1,22.5,73.8,1.2,51.9,48.1,,,,,,,
09X110,PS 110 THEODORE SCHOENFELD,20082009,95.8,379,10.0,25.1,0.5,45.6,53.0,0.5,52.2,47.8,,,,,,,
09X114,PS 114 LUIS LLORENS TORRES CHL,20082009,90.6,753,38.0,14.6,2.4,19.4,76.5,1.1,51.4,48.6,,,,,,,
09X117,I.S.117 JOSEPH H WADE,20082009,77.3,884,27.1,21.8,0.8,23.5,75.0,0.3,48.8,51.2,,,,,,,
09X126,PS 126 DR MARJORIE H DUNBAR,20082009,91.6,803,22.3,18.6,0.0,30.4,68.1,0.7,51.8,48.2,,,,,,,
09X128,MOTT HALL III,20082009,85.4,295,4.1,8.8,1.0,39.7,59.0,0.3,49.5,50.5,,,,,,,
09X132,PS 132 GARRET A MORGAN,20082009,89.0,587,19.1,27.8,0.2,43.3,54.5,0.9,57.4,42.6,,,,,,,
09X145,JHS 145 ARTURO TOSCANINNI,20082009,89.4,472,20.1,22.9,2.5,38.3,57.8,0.4,49.2,50.8,,,,,,,
09X163,PS 163 ARTHUR A SCHOMBURG,20082009,95.6,669,30.6,16.0,2.1,32.3,64.6,0.3,52.3,47.7,,,,,,,
09X166,JHS 166 ROBERTO CLEMENTE,20082009,94.8,808,24.3,25.5,1.7,29.0,68.7,0.2,55.6,44.4,,,,,,,
09X170,PS 170,20082009,82.3,253,26.9,10.7,1.6,24.5,70.4,0.4,49.0,51.0,,,,,,,
09X199,P.S. 199X THE SHAKESPEARE SCHOOL,20082009,91.5,763,28.2,12.1,0.5,35.8,62.4,1.2,52.6,47.4,,,,,,,
09X204,PS 204 MORRIS HEIGHTS,20082009,92.2,341,15.2,14.1,0.0,36.1,61.9,1.2,49.6,50.4,,,,,,,
09X218,P/IS 218 R HERNANDEZ DUAL LANG,20082009,82.1,901,27.2,10.3,3.7,11.7,84.5,0.2,46.5,53.5,,,,,,,
09X219,IS 219 NEW VENTURE SCHOOL,20082009,86.3,456,16.2,21.1,0.0,44.3,54.4,0.9,57.7,42.3,,,,,,,
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,20082009,74.4,411,21.2,17.3,0.2,32.8,64.2,1.2,50.4,49.6,51.3,22.5,1.3,21.3,28.8,33.8,8.8
09X229,I S 229 ROLAND PATTERSON,20082009,80.1,378,17.5,21.4,2.1,56.3,41.3,0.3,54.8,45.2,,,,,,,
09X230,PS 230 DR ROLAND N PATTERSON,20082009,87.8,463,16.6,16.4,0.4,51.4,46.4,0.9,49.9,50.1,,,,,,,
09X231,EAGLE ACADEMY FOR YOUNG MEN,20082009,62.8,422,3.1,14.7,1.2,65.2,32.5,0.9,100.0,0.0,66.7,28.6,1.2,27.4,38.1,27.4,3.6
09X232,IS 232,20082009,89.0,428,29.4,22.4,1.4,32.5,65.4,0.2,53.7,46.3,,,,,,,
09X236,PS 236 LANGSTON HUGHES,20082009,90.8,385,14.8,28.6,0.3,31.2,66.2,1.3,53.5,46.5,,,,,,,
09X239,THE URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZ,20082009,69.3,309,11.3,19.1,0.0,52.4,46.3,1.0,100.0,0.0,52.9,10.0,0.0,10.0,42.9,32.9,11.4
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIEN,20082009,83.5,420,8.1,14.5,5.0,29.3,63.3,2.1,52.9,47.1,,,,,,,
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE B,20082009,71.4,439,4.6,9.8,0.2,48.7,49.2,0.2,46.5,53.5,,,,,,,
09X252,MOTT HALL BRONX HIGH SCHOOL,20082009,73.7,413,6.5,6.5,1.7,34.4,62.7,1.0,46.0,54.0,,,,,,,
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,20082009,78.4,419,2.6,8.6,5.5,27.2,65.6,1.0,46.8,53.2,,,,,,,
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LE,20082009,76.1,426,10.3,11.7,0.2,36.6,62.4,0.2,30.0,70.0,,,,,,,
09X276,LEADERSHIP INSTITUTE,20082009,91.8,328,10.1,13.4,1.2,36.9,58.2,1.5,47.9,52.1,,,,,,,
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,20082009,79.1,432,15.0,21.3,0.5,34.7,63.0,1.6,49.3,50.7,68.9,10.0,0.0,10.0,58.9,21.1,3.3
09X303,IS 303 LEADERSHIP & COMM. SER,20082009,95.1,358,14.0,15.4,0.0,27.1,71.5,0.6,46.4,53.6,,,,,,,
09X313,IS 313 SCHL OF LEADERSHIP DEV.,20082009,85.6,408,24.3,14.5,1.0,30.9,66.9,0.2,54.7,45.3,,,,,,,
09X323,BRONX WRITING ACADEMY,20082009,81.5,520,21.3,14.8,0.6,37.3,61.2,0.4,48.1,51.9,,,,,,,
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARN,20082009,92.9,192,8.9,13.0,2.6,30.2,67.2,0.0,50.5,49.5,,,,,,,
09X325,URBAN SCIENCE ACADEMY,20082009,76.8,477,37.9,21.2,1.7,29.4,68.6,0.2,51.6,48.4,,,,,,,
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,20082009,90.3,232,6.9,11.6,0.4,27.2,72.4,0.0,44.0,56.0,,,,,,,
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,20082009,81.0,277,17.0,24.2,1.4,38.6,58.5,0.7,56.0,44.0,,,,,,,
09X329,DREAMYARD PREPARATORY SCHOOL,20082009,77.6,301,13.0,12.0,0.7,40.2,57.8,1.3,39.5,60.5,,,,,,,
09X339,IS 339 SCHOOL OF COMM. TECH.,20082009,79.9,840,29.4,25.2,1.0,27.9,70.2,0.4,49.5,50.5,,,,,,,
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,20082009,90.8,197,84.3,0.0,0.0,0.0,100.0,0.0,47.7,52.3,,,,,,,
09X403,BRONX INTERNATIONAL HIGH SCHOOL,20082009,82.3,347,83.0,6.3,2.0,22.2,72.9,2.6,47.6,52.4,68.2,31.8,0.0,31.8,36.4,25.8,4.5
09X404,SCHOOL FOR EXCELLENCE,20082009,81.4,450,12.9,18.9,0.0,39.3,59.3,0.7,51.1,48.9,75.0,22.8,0.0,22.8,52.2,15.2,7.6
09X412,BRONX HIGH SCHOOL OF BUSINESS,20082009,69.6,468,17.5,17.5,1.9,33.3,63.7,0.4,54.5,45.5,45.4,38.0,12.0,25.9,7.4,36.1,16.7
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,20082009,71.2,487,4.9,6.4,7.2,43.7,47.2,0.8,34.9,65.1,83.3,66.7,16.7,50.0,16.7,14.3,2.4
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNI,20082009,68.3,457,25.8,18.6,0.9,26.9,71.3,0.7,51.4,48.6,57.5,34.2,0.0,34.2,23.3,34.2,4.1
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,20082009,66.4,602,4.0,13.0,3.0,33.9,60.3,1.8,39.9,60.1,68.5,47.2,3.9,43.3,21.3,18.1,11.8
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,20082009,70.0,552,7.2,9.8,0.5,58.7,40.2,0.5,45.1,54.9,87.9,56.1,1.5,54.5,31.8,7.6,4.5
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,20082009,70.1,662,6.2,15.7,1.4,43.2,54.4,0.5,40.9,59.1,62.2,39.9,2.1,37.8,22.4,24.5,9.1
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,20082009,88.4,201,8.0,18.9,0.0,35.3,62.2,0.0,10.9,89.1,79.2,35.4,0.0,35.4,43.8,14.6,6.3
10X003,PS 3 RAUL JULIA MICRO SOCIETY,20082009,69.1,461,10.0,26.7,1.7,34.1,61.4,0.7,51.8,48.2,,,,,,,
10X007,PS 007 KINGSBRIDGE,20082009,79.3,536,28.9,20.3,3.4,10.4,81.3,4.5,53.0,47.0,,,,,,,
10X008,PS 008 ISSAC VARIAN,20082009,77.8,1141,27.8,14.2,6.7,12.1,71.3,8.5,47.8,52.2,,,,,,,
10X009,RYER AVENUE ELEMENTARY SCHOOL,20082009,88.3,677,27.3,18.5,0.1,20.5,77.7,1.2,51.3,48.7,,,,,,,
10X015,PS 015 INST FOR ENVIRO. LRNG.,20082009,85.5,579,9.7,17.4,1.9,15.5,81.3,0.7,46.5,53.5,,,,,,,
10X020,PS 20 P.O.GEORGE J. WERDAN III,20082009,81.8,1122,22.5,21.9,10.6,12.2,68.3,6.9,50.5,49.5,,,,,,,
10X023,PS 023 THE NEW CHILDREN'S SCHOOL,20082009,84.9,586,17.2,36.0,1.5,27.5,69.3,0.9,59.7,40.3,,,,,,,
10X024,PS 024 SPUYTEN DUYVIL,20082009,18.0,769,4.4,20.3,10.0,10.5,32.2,45.1,52.7,47.3,,,,,,,
10X032,PS 032 BELMONT,20082009,90.5,807,15.9,22.3,0.1,25.8,70.9,2.7,53.4,46.6,,,,,,,
10X033,PS 033 TIMOTHY DWIGHT,20082009,95.7,969,28.4,12.1,1.1,14.7,83.5,0.4,48.7,51.3,,,,,,,
10X037,PS 037 MULTIPLE INTELLIGENCE S,20082009,74.4,578,14.4,24.7,3.8,20.6,71.8,2.9,53.8,46.2,,,,,,,
10X045,JHS 045 THOMAS C. GIORDANO,20082009,83.7,1030,16.6,20.7,2.3,14.2,78.3,4.7,51.7,48.3,,,,,,,
10X046,PS 046 EDGAR ALLAN POE,20082009,87.5,1242,33.8,17.3,3.2,17.4,76.5,1.1,52.6,47.4,,,,,,,
10X051,PS 051 BRONX NEW SCHOOL,20082009,56.7,288,3.5,22.9,3.5,36.5,53.8,6.3,51.4,48.6,,,,,,,
10X054,PS/IS 54,20082009,90.2,513,26.3,21.6,2.9,23.6,70.2,2.1,52.2,47.8,,,,,,,
10X056,PS 056 NORWOOD HEIGHTS,20082009,81.3,590,17.3,11.9,22.4,14.4,53.1,8.5,52.9,47.1,,,,,,,
10X059,PS 059 THE COMM SCHOOL OF TEC,20082009,92.6,551,12.9,27.2,1.3,25.8,71.3,1.1,48.3,51.7,,,,,,,
10X079,PS 079 CRESTON,20082009,90.5,428,18.5,22.7,0.5,25.0,72.0,0.9,53.0,47.0,,,,,,,
10X080,JHS 080 THE MOSHOLU PARKWAY,20082009,81.2,658,20.8,23.4,7.9,18.2,68.5,4.7,58.5,41.5,,,,,,,
10X081,PS 081 ROBERT J. CHRISTEN,20082009,31.1,696,9.1,15.2,11.1,11.9,38.6,35.8,52.3,47.7,,,,,,,
10X085,PS 085 GREAT EXPECTATIONS,20082009,94.5,1167,26.2,18.6,1.7,30.5,65.6,1.5,52.2,47.8,,,,,,,
10X086,PS 086 KINGSBRIDGE HEIGHTS,20082009,82.5,1681,27.6,21.1,2.5,14.0,81.1,2.1,52.3,47.7,,,,,,,
10X091,PS 091 BRONX,20082009,87.5,766,27.3,17.0,5.2,20.1,72.5,1.0,53.0,47.0,,,,,,,
10X094,PS 094 KINGS COLLEGE SCHOOL,20082009,80.4,930,22.2,16.1,14.4,22.7,58.7,2.3,50.1,49.9,,,,,,,
10X095,PS 095 SHEILA MENCHER,20082009,69.3,1200,17.7,18.3,7.3,22.5,63.7,5.5,55.0,45.0,,,,,,,
10X118,JHS 118 WILLIAM W NILES,20082009,83.0,1166,10.7,14.4,9.3,23.1,65.0,2.2,46.7,53.3,,,,,,,
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),20082009,38.1,1278,5.2,14.9,10.4,13.1,48.3,27.3,50.2,49.8,81.4,61.4,17.9,43.6,20.0,14.3,2.9
10X159,PS 159 LUIS MUNOZ MARIN BILING,20082009,89.6,221,51.1,25.8,0.0,6.8,90.5,0.5,52.0,48.0,,,,,,,
10X205,PS 205 FIORELLO LAGUARDIA,20082009,94.4,970,18.7,14.1,0.6,15.3,77.1,6.7,50.8,49.2,,,,,,,
10X206,IS 206 ANN MERSEREAU,20082009,90.7,373,32.7,20.6,2.9,16.4,80.4,0.3,54.7,45.3,,,,,,,
10X207,PS 207,20082009,80.9,484,30.8,15.5,2.9,10.7,80.8,4.8,52.7,47.3,,,,,,,
10X209,PS 209,20082009,87.5,246,23.6,17.1,2.0,23.2,73.6,0.4,44.7,55.3,,,,,,,
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,20082009,77.6,372,10.5,18.8,2.7,37.4,56.5,2.2,81.5,18.5,88.7,87.1,11.3,75.8,1.6,1.6,3.2
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,20082009,69.0,510,3.1,10.8,2.2,23.9,69.2,3.3,37.8,62.2,,,,,,,
10X226,PS 226,20082009,79.1,427,35.1,14.1,0.5,24.4,74.9,0.0,51.5,48.5,,,,,,,
10X228,JONAS BRONCK ACADEMY,20082009,53.5,152,7.2,26.3,1.3,19.7,75.7,3.3,54.6,45.4,,,,,,,
10X237,THE MARIE CURIE SCHOOL FOR MEDICINE,20082009,84.1,405,9.6,13.3,2.5,27.9,66.7,1.7,19.5,80.5,89.0,67.1,0.0,67.1,22.0,9.8,1.2
10X243,WEST BRONX ACADEMY FOR THE FUTURE,20082009,82.5,567,11.3,15.3,3.7,34.7,60.5,0.5,58.2,41.8,28.8,12.3,0.0,12.3,16.4,47.9,21.9
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,20082009,85.8,756,22.8,24.1,5.0,17.3,75.5,1.9,57.7,42.3,,,,,,,
10X246,PS 246 POE CENTER,20082009,92.5,798,28.8,18.2,4.6,13.9,79.2,1.9,53.8,46.2,,,,,,,
10X254,I.S. 254,20082009,95.4,495,30.3,25.7,3.0,20.4,75.2,1.2,51.3,48.7,,,,,,,
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,20082009,87.9,437,69.3,0.9,3.7,11.0,81.7,2.3,49.0,51.0,,,,,,,
10X279,PS 279 CAPT MANUEL RIVERA JR.,20082009,84.4,966,27.0,23.1,6.4,17.2,75.3,0.4,55.6,44.4,,,,,,,
10X280,PS 280 MOSHOLU PARKWAY,20082009,71.6,776,9.7,15.9,8.9,16.6,65.3,9.1,49.4,50.6,,,,,,,
10X284,BRONX SCHOOL OF LAW AND FINANCE,20082009,81.1,437,4.6,11.2,2.3,39.8,54.7,2.7,44.6,55.4,75.9,59.5,8.9,50.6,16.5,17.7,6.3
10X291,PS 291,20082009,91.1,557,32.1,15.3,2.3,15.6,81.3,0.7,51.0,49.0,,,,,,,
10X306,PS 306,20082009,91.9,729,20.6,22.2,0.5,32.9,65.6,0.1,51.3,48.7,,,,,,,
10X307,EAMES PLACE (P.S.307),20082009,89.3,320,24.1,14.4,5.3,7.2,82.5,1.9,48.1,51.9,,,,,,,
10X308,BRONX DANCE ACADEMY SCHOOL,20082009,75.3,312,7.4,19.2,1.9,26.9,70.8,0.3,15.1,84.9,,,,,,,
10X310,PS 310 MARBLE HILL,20082009,83.4,722,28.4,21.5,2.1,12.5,82.3,3.2,54.0,46.0,,,,,,,
10X315,PS 315 LAB SCHOOL,20082009,81.8,242,20.7,21.1,2.1,21.5,74.4,0.8,49.6,50.4,,,,,,,
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HI,20082009,71.1,200,5.5,8.0,0.5,35.0,62.5,1.0,39.5,60.5,50.0,5.6,0.0,5.6,44.4,38.9,11.1
10X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIG,20082009,91.0,424,19.1,28.1,0.9,29.7,68.4,0.7,57.5,42.5,,,,,,,
10X340,PS 340,20082009,80.8,499,19.4,20.6,5.8,12.6,79.0,1.6,49.3,50.7,,,,,,,
10X342,INTERNATIONAL SCHOOL OF LIBERAL ARTS,20082009,89.1,499,80.0,2.4,0.0,0.4,99.4,0.2,51.3,48.7,,,,,,,
10X344,AMPARK NEIGHBORHOOD PROGRAM,20082009,39.0,91,4.4,7.7,11.0,15.4,42.9,30.8,42.9,57.1,,,,,,,
10X360,PS 360,20082009,80.2,486,10.3,16.7,1.4,17.7,77.4,2.7,50.2,49.8,,,,,,,
10X368,INTECH ACADEMY (MS/HS 368),20082009,77.2,1010,12.5,16.5,4.3,14.1,78.5,2.5,53.2,46.8,59.1,25.5,2.7,22.7,33.6,25.5,14.5
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNAT,20082009,81.1,222,6.8,7.7,1.8,35.6,59.9,1.8,45.9,54.1,,,,,,,
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECH,20082009,90.5,261,25.7,14.2,0.4,24.5,72.4,1.9,51.3,48.7,,,,,,,
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,20082009,90.5,309,19.4,11.7,0.6,22.7,74.8,1.0,51.5,48.5,,,,,,,
10X390,MS 390,20082009,91.3,500,30.2,19.4,1.0,20.6,77.8,0.2,49.6,50.4,,,,,,,
10X391,MS 391,20082009,84.2,741,27.7,23.3,2.0,27.9,68.3,0.8,54.1,45.9,,,,,,,
10X396,PS 396,20082009,85.4,254,15.4,24.8,0.8,21.3,75.2,2.4,50.8,49.2,,,,,,,
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPP,20082009,60.0,85,89.4,0.0,3.5,9.4,84.7,1.2,52.9,47.1,,,,,,,
10X399,MS 399,20082009,89.3,701,31.7,20.4,0.9,19.1,79.2,0.4,56.1,43.9,,,,,,,
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,20082009,93.3,517,13.2,14.9,1.4,34.0,61.5,2.1,39.1,60.9,57.7,27.9,5.4,22.5,29.7,26.1,15.3
10X434,BELMONT PREPARATORY HIGH SCHOOL,20082009,79.8,398,17.1,18.3,1.8,34.7,62.1,1.3,48.5,51.5,58.0,30.7,9.1,21.6,27.3,26.1,15.9
